
[2025-04-23 11:01:37] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 12:48:18] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 12:48:29] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 12:48:29] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 12:49:03] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 16:17:37] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 16:17:37] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 16:17:37] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 16:17:50] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 16:17:50] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 16:18:18] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 16:18:30] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 16:18:30] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 16:19:13] Cuenta: 1001 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 16:20:33] Cuenta: 1001 | Operación: Transferencia realizada | Descripcion: Transferencia realizada por usuario
[2025-05-19 16:20:33] Cuenta: 1000 | Operación: Transferencia recibida | Descripcion: Transferencia recibida por usuario
[2025-05-19 16:20:38] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 16:20:41] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 16:20:43] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 16:20:48] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 16:20:48] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 16:20:48] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 16:28:53] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 16:28:53] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 16:28:53] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 16:29:07] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 16:29:07] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 16:29:32] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 16:29:32] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 16:29:42] | Operación: Main | Descripcion: Error de usuario opcion del menu
[2025-05-19 16:29:55] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 16:29:55] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 16:29:55] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 16:30:06] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 16:30:06] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 16:33:38] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 16:33:38] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 16:33:38] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 16:33:45] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 16:33:45] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 16:33:55] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 16:46:14] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 16:46:14] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 16:46:14] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 16:46:23] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 16:46:23] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 16:46:41] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 16:46:41] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 16:46:41] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 16:46:44] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 16:46:50] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 16:46:50] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 16:46:50] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 16:46:57] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 16:46:57] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 16:47:06] | Operación: Main | Descripcion: Error de usuario opcion del menu
[2025-05-19 16:47:08] | Operación: Main | Descripcion: Error de usuario opcion del menu
[2025-05-19 16:47:10] | Operación: Main | Descripcion: Error de usuario opcion del menu
[2025-05-19 16:47:12] | Operación: Main | Descripcion: Error de usuario opcion del menu
[2025-05-19 16:47:14] | Operación: Main | Descripcion: Error de usuario opcion del menu
[2025-05-19 16:47:16] | Operación: Main | Descripcion: Error de usuario opcion del menu
[2025-05-19 16:54:43] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 16:54:43] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 16:54:43] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 16:54:51] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 16:54:51] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 16:55:30] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 16:55:34] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 16:55:34] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 16:56:22] Cuenta: 1001 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 16:56:27] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 16:56:45] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 16:56:49] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 16:56:49] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 16:56:49] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 16:57:07] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 16:57:07] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 16:58:09] Cuenta: 1001 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 16:58:17] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 16:58:21] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 16:58:25] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 16:58:25] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 16:58:25] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:13:08] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:13:08] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:13:08] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:13:16] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:13:16] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:13:22] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:13:40] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:13:40] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:13:47] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:14:08] Cuenta: 1000 | Operación: Consulta | Descripcion: Consulta de saldo realizada
[2025-05-19 17:14:13] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:14:18] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 17:14:23] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:14:23] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:14:23] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:15:02] | Operación: Login | Descripcion: Cuenta no encontrada
[2025-05-19 17:15:02] | Operación: Login | Descripcion: Cuenta no encontrada
[2025-05-19 17:15:02] | Operación: Login | Descripcion: Cuenta no encontrada
[2025-05-19 17:15:02] | Operación: Login | Descripcion: Demasiados intentos de login
[2025-05-19 17:21:28] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:21:28] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:21:28] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:21:38] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:21:38] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:21:48] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:21:48] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:22:27] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:22:50] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:22:55] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:23:12] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:23:17] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:24:25] Cuenta: 1005 | Operación: Transferencia realizada | Descripcion: Transferencia realizada por usuario
[2025-05-19 17:24:25] Cuenta: 1005 | Operación: Transferencia recibida | Descripcion: Transferencia recibida por usuario
[2025-05-19 17:24:30] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:24:49] Cuenta: 1005 | Operación: Consulta | Descripcion: Consulta de saldo realizada
[2025-05-19 17:24:54] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:25:33] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 17:25:39] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:25:39] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:25:39] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:26:10] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:26:10] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:27:02] | Operación: Login | Descripcion: Cuenta no encontrada
[2025-05-19 17:27:07] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:27:07] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:27:58] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:27:58] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:28:22] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:28:49] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:28:54] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:29:25] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:29:25] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:29:33] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 17:30:01] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:30:01] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:30:01] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:30:12] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:30:12] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:30:29] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:30:51] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:30:56] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:31:21] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:31:26] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:31:42] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:31:47] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:32:26] Cuenta: 1001 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 17:32:31] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:32:47] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:32:52] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:33:09] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:33:14] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:33:42] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:33:47] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:34:04] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:34:09] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:34:10] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:34:10] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:34:26] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:34:44] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:34:47] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 17:34:49] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:34:52] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:34:52] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:34:52] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:36:43] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:36:43] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:36:43] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:37:01] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:37:01] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:37:18] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:37:18] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:37:46] Cuenta: 1000 | Operación: Consulta | Descripcion: Consulta de saldo realizada
[2025-05-19 17:38:14] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:38:19] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:38:40] Cuenta: 1000 | Operación: Consulta | Descripcion: Consulta de saldo realizada
[2025-05-19 17:38:45] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:39:36] Cuenta: 1001 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 17:39:41] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:39:58] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:40:03] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:40:26] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:40:31] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:41:50] Cuenta: 1000 | Operación: Transferencia realizada | Descripcion: Transferencia realizada por usuario
[2025-05-19 17:41:50] Cuenta: 1005 | Operación: Transferencia recibida | Descripcion: Transferencia recibida por usuario
[2025-05-19 17:41:55] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:42:16] Cuenta: 1001 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:42:21] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:42:50] Cuenta: 1000 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 17:42:55] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:42:56] Cuenta: 1001 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:42:58] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:43:02] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 17:43:06] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:43:06] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:43:06] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:45:19] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:45:19] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:45:19] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:45:24] | Operación: Login | Descripcion: Cuenta no encontrada
[2025-05-19 17:45:24] | Operación: Login | Descripcion: Cuenta no encontrada
[2025-05-19 17:45:24] | Operación: Login | Descripcion: Cuenta no encontrada
[2025-05-19 17:45:24] | Operación: Login | Descripcion: Demasiados intentos de login
[2025-05-19 17:45:26] | Operación: Main | Descripcion: Error de usuario opcion del menu
[2025-05-19 17:45:29] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:45:29] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:45:29] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:45:32] | Operación: Main | Descripcion: Error de usuario opcion del menu
[2025-05-19 17:45:37] | Operación: Login | Descripcion: Cuenta no encontrada
[2025-05-19 17:45:44] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:45:44] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:46:00] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:50:55] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:50:55] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:50:55] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:51:03] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:51:03] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:51:25] Cuenta: 1000 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 17:54:46] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:54:46] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:54:46] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 17:54:56] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 17:54:56] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 17:55:17] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 17:55:44] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 17:55:47] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 17:55:52] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 17:55:52] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 17:55:52] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:08:47] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:08:47] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:08:47] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:08:57] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 18:08:57] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 18:09:16] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:09:30] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 18:09:34] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:09:34] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:09:34] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:14:46] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:14:46] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:14:46] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:14:54] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 18:14:54] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 18:15:10] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:15:17] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:15:23] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 18:15:27] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:15:27] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:15:27] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:15:29] | Operación: Main | Descripcion: Error de usuario opcion del menu
[2025-05-19 18:20:58] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:20:58] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:20:58] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:21:04] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 18:21:04] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 18:21:28] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:21:42] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:21:46] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 18:21:50] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:21:50] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:21:50] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:22:42] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:22:42] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:22:42] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:22:48] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 18:22:48] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 18:23:22] Cuenta: 1005 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 18:25:32] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:25:32] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:25:32] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:25:42] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 18:25:42] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 18:26:24] Cuenta: 1005 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 18:26:45] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:26:49] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 18:26:53] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:26:53] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:26:53] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:27:35] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 18:27:35] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 18:27:55] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:28:15] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:28:20] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:28:37] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 18:28:37] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 18:29:09] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:29:31] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:29:36] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:29:50] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:29:55] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:30:03] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:30:08] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:30:42] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:30:47] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:31:02] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:31:07] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:31:08] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:31:13] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:31:27] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:31:32] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:31:48] Cuenta: 1005 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:31:53] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:33:56] Cuenta: 1000 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 18:34:01] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:34:44] Cuenta: 1000 | Operación: Retiro | Descripcion: Usuario ha realizado un retiro
[2025-05-19 18:34:49] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:35:03] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:35:05] Cuenta: 1005 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:35:09] | Operación: Main | Descripcion: Cerrando terminales
[2025-05-19 18:35:13] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:35:13] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:35:13] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:40:14] | Operación: Main | Descripcion: Banco iniciado
[2025-05-19 18:40:14] | Tipo: Monitor | Descripcion: Activo, escuchando
[2025-05-19 18:40:14] | Tipo: Monitor | Descripcion: Alerta de anomalia retiro
[2025-05-19 18:40:31] | Operación: Login | Descripcion: Login exitoso
[2025-05-19 18:40:31] | Operación: Main | Descripcion: Abriendo terminal
[2025-05-19 18:40:41] Cuenta: 1000 | Operación: Depósito | Descripcion: Usuario ha realizado un depósito
[2025-05-19 18:40:54] Cuenta: 1000 | Operación: Error | Descripcion: Fallo al liberar semáforos
[2025-05-19 18:40:56] | Operación: Main | Descripcion: Cerrando terminales
